id	name	age	country	hometown	height	arm_span	gender
5064	Stéphanie Crouvisier		FRA				-1
5065	Yuka Endo		JPN	Kawasaki Kanagawa			-1
5066	Susanne Etter		SUI	Thalwil			-1
5067	Julia Bergklint		SWE				-1
5068	Melissa Griffith		USA				-1
5069	Alison Martindale		GBR				-1
5070	Nino Tcharkviani		GEO				1
5071	April Marr		GBR				-1
5072	Nienke Swart		NED				-1
5073	Cinzia Donati		ITA	Lugo (RA)			-1
5074	Isabella Ritsch		AUT				-1
5075	Sheila Jensen		DEN				-1
5076	Christopher Cubitt		GBR				1
5077	Marcin Wszolek		POL	Krakow			1
5078	Jiri Lautner		CZE				0
5079	Tomi Nytorp		FIN	Kerava			1
5080	Kristian Clemmow		GBR				1
5081	Erik Jacobs		NED	CW Endhoven			1
5082	Martin Idegren		SWE	Göteborg			1
5083	Bosse Sättare		SWE				1
5084	Pavel Solansky		CZE				1
5085	Valeri Feradze		GEO				1
5086	Richárd Bozsik		HUN				1
5087	Miklos Kovacs		HUN	Budapest			0
5088	Gergely Rakosi		HUN				1
5089	Giorgi Komakhikze		GEO	Tbilisi, Georgia			1
5090	Chun-Ming Jou		TPE	TAIPEI			0
5091	Yi-De Liu		TPE	TAIPEI			0
5092	Futoshi Maruki		JPN				1
5093	Lucas Komakhidze		GEO				1
5094	Primoz Zitnik		SLO				0
5095	Luca Giammarco		ITA	Torino			1
5096	Eva Nieselt		GER	Freiburg			-1
5097	Manuel Brunn		GER	Augsburg			1
5098	Enrico Sanganas		GER	München			1
5099	Blaz Rant		SLO	Škofja Loka			0
5100	Tomasz Doubravsk		CZE				1
5101	Flavia Gaggero		ITA	Bolzaneto (GE)			-1
5102	Jung-Hee Han		KOR				-1
5103	Laure Mathieu		FRA				-1
5104	Stephane Dugit		FRA				0
5105	Roberto Colonetti		ITA	Cenate Sotto (BG)			1
5106	Miriam Moosburger		AUT	Dornbirn			-1
5107	Christian Sordo		ITA	Sesto (BZ)			1
5108	Aldo Iturbe		MEX				1
5109	Venera Chereshneva		RUS	Krasnoyarsk			-1
5110	Olesya Saulevich		RUS				-1
5111	Li-Ping Huang		CHN	Beijing			0
5112	Jung-Ok Lee		KOR				-1
5113	Qing Zhang		CHN				0
5114	Svetlana Sutkina		RUS	Tiumen			-1
5115	Sheng-Ju Wei		CHN				0
5116	Gui-Ying Liu		CHN	Beijing			0
5117	Denis Charafoutdinov		RUS				1
5118	Oleg Tcherechnev		RUS	Krasnoyazck			1
5119	Rongwu Cao		CHN	Beijing			0
5120	Zhifeng Huang		CHN				0
5121	Tzu-Kai Chao		TPE				0
5122	Dmitri Khaidarchine		RUS				1
5123	Hatta Muhd		SGP	Singapore			0
5124	Bin Anwar Rozihan		SGP				0
5125	Lucka Franko		SLO	Škofja Loka			0
5126	Sabine Knabl		AUT	Imst			-1
5127	Adrian Baxter		GBR	London			1
5128	Takaaki Tsuiki		JPN	Yokosuka			1
5129	Lisa Rands		USA	Bishop			-1
5130	Lucinda Hughes		GBR				-1
5131	Jo Gordon		GBR				0
5132	Rachel Seymour		GBR				-1
5133	Sian Oakley		GBR				-1
5134	Lucy Atkinson		GBR				-1
5135	Malcolm Smith		GBR	Dunbar East Lothian, Scotland			1
5136	Ian Bitcon		GBR				1
5137	Miles Gibson		GBR				1
5138	Dawid Skoczylas		POL				1
5139	Steve Dunning		GBR				1
5140	Andrew Earl		GBR	Newcastle			1
5141	Gary Vincent		GBR				1
5142	Tom Sugden		GBR	Sedbergh			1
5143	Andy Harris		GBR				1
5144	Gustav Kamf		SWE				1
5145	Jiri Pribil		CZE	Praha 1			0
5146	Roddy Mackenzie		GBR	Edinburgh			1
5147	Stuart Campbell		GBR				1
5148	Chris Graham		GBR	Whitely Bay			1
5149	Eva Elez Muñoz		ESP				-1
5150	Christoph Huber		AUT				1
5151	Hidekazu Ito		JPN	Tama-ku Kawasaki-shi			1
5152	Robert Mate		GER	Wald-Michelbach			1
5153	César Sempere Vendrell		ESP				1
5154	Takuya Takeda		JPN				1
5155	Natalia Rymcha		RUS				-1
5156	Ekaterina Korolkova		RUS	Krasnoyarsk			-1
5157	Natalia Nesterova		RUS				-1
5158	Katarina Chkadua		GEO				-1
5159	Olga Ochtchepkova		RUS				-1
5160	Margarita Ryzhkova		RUS	Woronesh, Russia			-1
5161	Evgeny Masleonkin		RUS				1
5162	Ilfir Khakimianov		RUS				0
5163	Alexei Zemski		RUS				1
5164	Amin Abbassi		IRI				1
5165	Amir Pirvasli		IRI				1
5166	Oleksandr Zelinsky		UKR				1
5167	Soso Katsitadze		GEO				1
5168	Evgueni Minatchev		RUS				0
5169	Marat Sadyrov		RUS				1
5170	Serguei Piniguine		RUS				1
5171	Nikolai Kouzovlev		RUS				1
5172	Maxim Mikhailov		RUS				1
5173	Igor Astachov		RUS				1
5174	Dmytro Konovalov		UKR	Odessa			1
5175	Alexander Khopko		RUS	ROSTOV-ON-DON			1
5176	Zaza Gurchiani		GEO	Tbilisi, Georgia			1
5177	Oleg Grebenyuk		UKR				1
5178	Attila Bartha		HUN				1
5179	Nikolay Eremin		BLR				1
5180	Ihor Honcharenko		UKR				1
5181	Ivan Shyshkovskyy		UKR	Donetsk			1
5182	Hossein Sief		IRI				1
5183	Olesia Kleochina		RUS				-1
5184	Denis Omeltchenko		RUS				1
5185	Egor Goutorine		RUS				1
5186	Ismail Mohd		SGP				1
5187	Yekaterin Krasilnokova		KAZ	Chimkent			0
5188	Vladislav Tyurin		KAZ	Chimkent			1
5189	Hiroe Takezawa		JPN				-1
5190	Sona Hnizdilova		CZE	Pustiměř			-1
5191	Cody Roth		USA				1
5192	Timo Preußler		GER	Mutlangen			1
5193	Andre Norel		NED				1
5194	Václav Malina		CZE	Praha			1
5195	Matthew Segal		USA				1
5196	Mohamad Kasim Mohammad Hafiz		SGP				1
5197	Stella Marchisio		ITA	Quiliano - Savona			-1
5198	Stefania De Grandi		ITA	Lugagnano di Sona (VR)			-1
5199	Tomoko Ogawa		JPN	Kodaira-shi Tokyo			-1
5200	Anne Marchandise		FRA				-1
5201	Emmanuelle Raveyre		FRA				-1
5202	Claire Mathieu		FRA				-1
5203	Georgos Progulakis		ITA	Modena			0
5204	Géraud Fanguin		FRA				1
5205	Gyong-Im Yun		KOR				0
5206	Vanessa Valentim		BRA				-1
5207	Ana Luisa Shirawa		BRA				-1
5208	Fanny Rogeaux		FRA				-1
5209	Luca Gelmetti		ITA	Sommacampagna (VR)			1
5210	Franck Ansquer		FRA				1
5211	Daniel Jung		GER	Siegen			1
5212	Young-se Kwen		KOR				0
5213	Xavier Droguet		FRA				1
5214	Zeb Crijns		NED				0
5215	Diego Sirtori		ITA	Carate Brianza (MI)			1
5216	Monique Forestier		AUS	Leura, New South Wales			-1
5217	Beatrix Chong		SGP	Singapore			-1
5218	Tan Leng Goh		SGP	spore			1
5219	Soh Xiang Lin		SGP				1
5220	Li Ying, Suzanna Tan		SGP				0
5221	Yuk-Lan Chan		HKG				0
5222	Leong Hong, Beatrix Chong		SGP	Singapore			0
5223	Xiao Hui Twang		SGP				0
5224	Sue Ann Chung		SGP	Singapore			-1
5225	Ka-Wai Chu		HKG	Hong Kong			0
5226	Xianghua Ding		CHN	Beijing			0
5227	H. C. Karthik		IND				0
5228	Sze Ping Tan		SGP				0
5229	Zher Yeow, Jay Koh		SGP	Singapore			0
5230	Vengasamy Thinesh		SGP				0
5231	Chee Hoi Leong		SGP				0
5232	Yegor Los		UKR				1
5233	Xiaojie Chen		CHN	Beijing			0
5234	Uzair Muhamad		SGP	Singapore			0
5235	Mohd Hussain Mohd Irwan		SGP	Singapore			0
5236	Muhammad Ridzuan Mohd Yusoff		SGP	Singapore			1
5237	Janmin Wang		CHN				0
5238	Ramli Muhammad Zaki		SGP				0
5239	Ben Heason		GBR				1
5240	Addien Nur Ikwan		SGP				0
5241	Lauren Lee		USA				-1
5242	Sadie Renwick		GBR				-1
5243	Tiffen Decorps		FRA				0
5244	Roy Mosley		GBR				1
5245	Ludovic Stelmaszyk		FRA				1
5246	Martin Smith		GBR				1
5247	Sebastian Abad Del Campo		ESP				1
5248	Lucy Creamer		GBR				-1
5249	Chelsea Rude		USA	Enola			-1
5250	Mike Doyle		CAN	Las Vegas, NV			1
5251	Adam Stack		USA				1
5252	Mike Moelter		USA				1
5253	Peter Woods		CAN				1
5254	Teppei Ushiro		JPN				1
5255	Katja Planinc		SLO				-1
5256	Eduard Marin Garcia		ESP	Barcelona			1
5257	Gábor Varga		HUN				1
5258	Ana Kosmac		SLO				-1
5259	Janina Käyhkö		FIN				-1
5260	Tereza Kysilkova		CZE				-1
5261	Nicolas Favresse		BEL				1
5262	Peter Dolezaj		SVK	Topolcany			1
5263	Petr Solansky		CZE				1
5264	Pavel Koran		CZE	Brno			1
5265	Andre Borowka		GER	Dresden			1
5266	Christian Tollinger		AUT				1
5267	Robert Heinrich		GER	Weihmichl			1
5268	Natalia Baranova		RUS				-1
5269	Olga Gavrilova		RUS				-1
5270	Kristina Nilsson		SWE				-1
5271	Evgeny Bashkirtsev		RUS	Irkutsk			1
5272	Kyrylo Shevchenko		UKR				1
5273	Sergey Popov		RUS				1
5274	Maxim Tchernykh		RUS				1
5275	Pavel Klepikov		RUS				1
5276	Konstantin Lyukhanov		RUS				1
5277	Ruslan Astashov		RUS				1
5278	Mikhail Pekarev		RUS	Moscow			1
5279	Mikhail Goloubkov		RUS				1
5280	Juliette Danion		FRA	AIX EN PROVENCE			-1
5281	Celine Combaz		FRA	THONES			0
5282	Emily Harrington		USA	Boulder			-1
5283	Roberta Longo		ITA	Fiera di Primiero (TN)			-1
5284	Paolo Leoncini		ITA	Torino			1
5285	Faycal Natech		FRA				1
5286	Tomas Fides		SVK				1
5287	Yair Kuperstein		ISR				1
5288	Severin Noviant		FRA				1
5289	Luca Parisse		ITA	L'Aquila			1
5290	Alessio Deiana		ITA	Genova			1
5291	Roland Wagner		AUT	Salzburg			1
5292	Nicolas Badia		FRA	SAINT MARTIN D'HERES			1
5293	Kazuhiro Chiba		JPN				1
5294	Nadine Ruh		GER	Hilzingen			-1
5295	Elizabeth Asher		USA	austin			-1
5296	Lucie Rajfova	35.0	CZE	Brno			-1
5297	Martin Fojtik		CZE				1
5298	Matteo Gambaro		ITA	Mondovì (CN)			1
5299	Nathan Bancroft		USA				1
5300	Aurelie Didillion		FRA				-1
5301	Chloé Lespagnol		FRA				-1
5302	Tomoko Madate		JPN				-1
5303	Irene Pieper		NED				-1
5304	Véronique Poulhes		FRA				-1
5305	Bart Van Raaij		NED	Rotterdam			1
5306	Simon Villeneuve		CAN				1
5307	Eva Lopez Rivera		ESP				-1
5308	Raquel Hernandez		ESP				-1
5309	Gorka KARAPETO ARRUE		ESP	Azpeitia			1
5310	Tobias Gartmann		GER	Kornwestheim			1
5311	Oliver Talon		FRA				1
5312	Luis Felix Perez		ESP				1
5313	Sebastian Hartung		GER	Stadtbergen			1
5314	Rafael Olivares		VEN	San Antonio de los Altos			1
5315	Giovanna Pozzoli		ITA	Erba (CO)			-1
5316	Jen Lemaire		USA				-1
5317	Alessandro Gandolfo		ITA	Genova			1
5318	Eva Elez		ESP				-1
5319	Marek Leitman		SVK				1
5320	Emeline Teso		FRA				-1
5321	Marine Largeron		FRA				-1
5322	Anthony Sapey		SUI	Bardonnex			1
5323	Thomas Wiki		FRA				1
5324	Flavien Guerimand		FRA				1
5325	David Laurent		FRA				1
5326	Nicolas Nastrog		FRA	GRABELS			1
5327	Masa Ribnikar		SLO				0
5328	Polona Santelj		SLO				-1
5329	Martina Harnisch		AUT	Innsbruck			-1
5330	Miha Skof		SLO	Ljubljana			1
5331	Jure Bornsek		SLO				1
5332	David Stepanjan		SLO				1
5333	Matevz Pintar		SLO	Škofja Loka			0
5334	Rok Klancnik		SLO	Slovenj Gradec			1
5335	Thomas Knoche		GER	Freising			1
5336	Matic Kozmus		SLO				1
5337	Ilija Ristovski		MKD				1
5338	Mi-Hyung Hwang		KOR				0
5339	Jian-Li Li		CHN				0
5340	Xiujuan Zhu		CHN				0
5341	Lai-Yin NG		HKG	Hong Kong			0
5342	Ming-o Wong		HKG	Hong Kong			0
5343	Kit Ling Tsoi		HKG				1
5344	Meng-Chun Chang		TPE				0
5345	Chiu-Ping Lee		TPE				0
5346	Kit Ying Tang		HKG				1
5347	Lai-Sho Cheng		HKG	Hong Kong			0
5348	Suet-Man LI		HKG	Hong Kong			0
5349	Kai Zhao		CHN				1
5350	Chih-Yung Chen		TPE				0
5351	Kuo-Wei Huang		TPE				0
5352	Ri-Long Xin		CHN				0
5353	Xi-Nan Liu		CHN				0
5354	Kai Shun Tsang		HKG				1
5355	Batkhuu Batsukh		MGL				0
5356	Tumur Och		MGL	Ulaanbaatar			0
5357	Ge Chen		CHN				0
5358	Hetai Ma		CHN	Beijing			0
5359	Man-Wai Sun		HKG	Hong Kong			0
5360	Ying-Kit Li		HKG	Hong Kong			0
5361	Jemma Powell		GBR				-1
5362	Regina Knabl		AUT				-1
5363	Malin Stämberg		SWE				-1
5364	Karin Magog		GBR				-1
5365	Jamie Cassidy		GBR				-1
5366	Matthias Hamlin		SWE				1
5367	Simon Brismo		SWE				1
5368	Stefan Rasmussen		SWE	Västervik			1
5369	Henrik Sennelöv		SWE	Gothenburg			1
5370	Nick Clement		GBR				1
5371	Ben West		GBR	Bristol			1
5372	Ben Morton		GBR				1
5373	Giovanni Lavanna		ITA	Foggia			1
5374	Dan Bradley		GBR				1
5375	Eric Royer		FRA	Clermont			1
5376	Olivier Raillard		FRA				1
5377	Vincent Glemarec		FRA	Clermont			1
5378	Nicolas Ecoffet		FRA				1
5379	Florian Glemarec		FRA				1
5380	Ursula Stöhr		AUT				-1
5381	Sebastien Jalmain		FRA	CHAMBERY			1
5382	Tobias Haller		AUT				1
5383	Mateusz Haladaj		POL				1
5384	Aric Merz		GER	Schwäb. Gmünd			1
5385	Michl Kaiser		GER	Nürnberg			1
5386	Lars Bell		GER	Aachen			1
5387	Caroline Ilic		FRA				-1
5388	Alix Graftiaux		BEL	Namur			-1
5389	Valentine Van Winckel		BEL				-1
5390	Katie Steenackers		BEL				-1
5391	Stine Ostergaard		DEN				-1
5392	Evelien Zijlstra		NED	NIeuwegein			-1
5393	Daniel Winkler		SUI	Villars-sur-Glâne			1
5394	Jonathan Thomas		BEL	Limal			1
5395	Claus Vedel Jensen		DEN				1
5396	Jérôme De Boeck		BEL	Bruxelles			1
5397	Lars Wittrock		DEN				1
5398	Henrik Svendsen		DEN				1
5399	Martin Christensen		DEN				1
5400	Rasmus Norgaard		DEN				1
5401	Caroline Januel		FRA				-1
5402	Lisa Knoche		GER	Freising			-1
5403	Nelly Kudrova		CZE	Cecelice			-1
5404	Shuang'E Low		SGP				0
5405	Daila OJEDA SANCHEZ		ESP	AGÜIMES			0
5406	Thomas Neyer		AUT	Innsbruck			1
5407	Mario Kuess		AUT	Innsbruck			1
5408	Lukasz Dudek		POL	Olsztyn			0
5409	Philipp Magin		GER	Burgbrohl			1
5410	Zdenek Resch		CZE	Hyskov-Beroun			1
5411	Günther Unterrainer		AUT	Reith/Kitzbühel			1
5412	Gary Leon Fernandez		SGP				1
5413	Eliza Kugler		POL				-1
5414	Jérémie Cogan		FRA				1
5415	Martin Eckert		SVK	Modra			1
5416	George Weber		AUT				1
5417	Johan Gross		SWE				1
5418	Maho Kobayashi		JPN				1
5419	Joanna Goorney		GBR				-1
5420	Eliska Karesova	34.0	CZE	Liberec			0
5421	Nina Herzog		AUT				-1
5422	Mathilde Couchot		FRA				-1
5423	Neil Mawson	39.0	GBR	Preston			1
5424	Shogo Murooka		JPN				1
5425	Jiri Svacha		CZE	Lány			0
5426	Anja Hodann		SWE	Stockholm			-1
5427	Alexis Asher		USA				1
5428	Matthieu Thomassin		FRA				1
5429	Anna Jarek		POL	Krakow			-1
5430	Marine Souche		FRA				-1
5431	Frabçois Jeanson		FRA				0
5432	Stephanie Outland		USA	Scottsdale			-1
5433	Athena Livaniu		GRE				-1
5434	Paraskevi Giouri		GRE				-1
5435	Frederic Sarkany		BEL	Bruxelles			1
5436	Tino Lois		ESP				1
5437	Ethan Pringle		USA	San Francisco			1
5438	Igor Aranaz		ESP				1
5439	Marcos Jubes		VEN				1
5440	Dave Holodiloff		USA				1
5441	Jose Luis Penin Franco		ESP	Trin			1
5442	Loukas Ntourntourekas		GRE				1
5443	Ignacio Fuertes Olles		ESP				1
5444	Yukiko Togawa		JPN				-1
5445	Cuifang He		CHN	Beijing			0
5446	Chika Tai		JPN				-1
5447	Qingzhu Huang		CHN				0
5448	Chiu-Mei Chang		TPE				0
5449	Yi-Fang Houng		TPE				0
5450	Janghyuk Kim		KOR	Gyungsangbuk-do			0
5451	Tyler Culpepper		NZL				1
5452	Chao-Chun Cheng		TPE	TAIPEI			0
5453	Chi-Chiu Cheung		HKG				0
5454	Shaoman Li		CHN				0
5455	Po-fuk Ngai		HKG				0
5456	Yanfeng Song		CHN				0
5457	Yubin Zhang		CHN				0
5458	Sarah Webster		AUS				-1
5459	Kitty Xu		NZL				-1
5460	Dinara Irsaliyeva		KAZ	Almaty			-1
5461	Simon Wilson		AUS				1
5462	Chenyu Shang		CHN				0
5463	Guangpu Li		CHN	Beijing			0
5464	Ekaterina Iaemourd		RUS				-1
5465	Fabrizio Droetto		ITA	Verolengo (TO)			1
5466	Jan Zbranek		CZE				1
5467	Massimo Battaglia		ITA	Tezze sul Brenta (VI)			1
5468	Michaelle Policard		FRA				0
5469	Lara De Backer		BEL				-1
5470	Remy Bergasse		FRA				1
5471	Arthur Giorgetti		FRA				1
5472	Aurélien Culver		FRA	MARSEILLE			1
5473	Lucie Hrozova		CZE	Děčín			-1
5474	Katerina Chudobova		CZE				-1
5475	Petra Tomanova		SVK				-1
5476	Eun-Na Do		KOR				0
5477	Martina Glaserova		CZE				-1
5478	Min Woo Chae		KOR				0
5479	Friedemann Walther		GER	Dresden			1
5480	Ivan Larrion		ESP				1
5481	Niels van Duyn		NED				1
5482	Jose L. Penin		ESP				1
5483	Nina Arch		AUT				-1
5484	Svenja Suwelack		GER				-1
5485	Emma Twyford		GBR	Lamplugh			-1
5486	Ryo Fujiwara		JPN				0
5487	Christian Roux		FRA				1
5488	Tom Bolger		GBR				1
5489	Cyril Lavier		FRA				1
5490	Kenta Furusaka		JPN	Sapporo			1
5491	Zosya Astashova		RUS				0
5492	Yevgeniya Soboleva		KAZ	Almaty			-1
5493	Olga Bezhko		UKR	Dnepropetrovsk			-1
5494	Olga Mykhailova		UKR	Kharkov			-1
5495	Dmitriy Portsev		RUS	Rostov-on-Don			1
5496	Nikolai Tsipilev		RUS				1
5497	Aleksei Portsev		RUS	Rostov-on-Don			1
5498	Alexander Shumko		RUS				1
5499	Nikolai Kuzovlev		RUS				1
5500	Egor Gutorin		RUS				1
5501	Dmitriy Olshevskii		RUS				1
5502	Evgeny Peshekhonov		RUS				1
5503	Denis Malinine		RUS				1
5504	Yevgen Ryazanov		UKR				1
5505	Gabriela Dobrota		SRB				-1
5506	Plamena Bakalova		BUL				-1
5507	Cveta Kojuharova		BUL				-1
5508	Siyana Kyutinska		BUL				-1
5509	Radiana Maneva		BUL	Kazanlak			-1
5510	Boyko Lalov		BUL	Sofia			1
5511	Andriy Tishchenko		UKR				1
5512	Milos Stosic		SRB				0
5513	Oleksandr Lakhin		UKR				1
5514	Nina Caprez		SUI	Küblis			-1
5515	Annina Guggisberg		SUI	Bönigen			-1
5516	Olivier Favresse		BEL				1
5517	Thomas Schmid		SUI	Bern			1
5518	Timo Tak		NED	Eindhoven			1
5520	Florian Materne		BEL				1
5521	Sarah Matthews		AUS	Leichhardt			-1
5522	Irina Mittelman	50.0	GER	Köln			-1
5523	Sunniva Hammeraas		NOR				-1
5524	Vyacheslav Titov		UKR				1
5525	Kosuke Hiramatsu		JPN				1
5526	Maximilian Breitenlechner		AUT	Rum			1
5527	Konrad Buchauer		AUT	Bregenz			1
5528	Kristoffer Kvamme Thorbjoernsen		NOR	Raadal			1
5529	Jasmin Kremser		AUT				-1
5530	Zuzana Ulrichova		CZE				-1
5531	Gregor Selica		SLO	Velense			1
5532	Giovanni Pezzulo		ITA	Roma			1
5533	Pierre Duroche		FRA				1
5534	Eduardo Carvalho		BRA	Bishop CA, USA			1
5535	Martin Mayr		AUT	Hall			1
5536	Michael Feinberg		USA				1
5537	Mario Sommer		SUI	Glattpark			1
5538	Fanny Conan		FRA				-1
5539	Nadia Iatsenko		UKR				-1
5540	Dmitri Munoz		FRA				1
5541	Antonina Souvorova		RUS				-1
5542	Celine Fergeau		FRA				0
5543	Laura Griffiths		USA	Los Angeles			-1
5544	Sophie Martin		FRA				-1
5545	Lea Deslandes		FRA	Seez			-1
5546	Amanda Watts		AUS				-1
5547	Yuyun Yuniar		INA				0
5548	Agung Ethi Hendrawati		INA				0
5549	Lissa Lesaca		PHI				-1
5550	Mustafa N.Lily		MAS				1
5551	Mohamad Amirah Marina		MAS				1
5552	Dewi Izwana Bt. Ali		MAS				-1
5554	Dennis Diaz		PHI				1
5555	Mamat Mohd. Faisal		MAS				0
5556	Leong Wai Tan		MAS				0
5557	Yean Tze, Eric Low		MAS				0
5558	Simon H. Sandoval		PHI				1
5559	Hafzanizam Bokhari		MAS	KL			0
5560	Kien Seong, Francis Low		MAS	KUALA LUMPUR			1
5561	Erwin Gozum		PHI	Manila			1
5562	Rahmaliki Bin Mohammad		MAS				0
5563	Firmansyah Toni		INA				0
5564	Nurrahman Rosyid		INA				0
5565	Daniel Abdullah		MAS				1
5566	Azizul Bin Affandi		MAS				0
5567	Shane Buzon		PHI				1
5568	Blesilda Marie Calica		PHI				0
5569	Cresencio Vidal		PHI				0
5570	Kristian Guerrero Hubberth		PHI				1
5571	Swee Soon Ang		MAS				0
5572	Frederico Silva		POR	LISBOA			1
5573	José Abreu		POR	MAIA			1
5574	Joffrey Hyman		RSA				1
5575	Paul Brouard		RSA	Hilton			1
5576	Elaina Kristine Ap Flores		PHI	Quezon City			-1
5577	Kristine Marie Robles		PHI				-1
5578	Barbara Joan Ramiro		PHI				-1
5579	Arman Salada		PHI	makati philippines			1
5580	Bondan Kartiko		INA				0
5581	Dharma Darmawahyu		INA				0
5582	Sultoni Sulaiman		INA				0
5583	Kimie Oliveira		POR				-1
5584	Isabel Boavida		POR	AMADORA			-1
5585	Leopoldo Faria		POR	LISBOA			1
5586	Gizelle Katrina Lopez		PHI				0
5587	Sarah Jane Rosete		PHI				-1
5588	Hubberth Kristian Guerrero		PHI				0
5589	Ilmawaty Labanu		INA	Jakarta			0
5590	A Murjayanti		INA				0
5591	Aldwin Ibanez		PHI				1
5592	Rojak Erianto		INA				0
5593	Kimie Kon		POR	AMADORA			-1
5594	Marisa Correia		POR	LISBOA			-1
5595	Mizuho Ingre		SWE				-1
5596	Bangalore Subbarao Archana		IND				0
5597	Emmanuel Lopez		FRA				1
5598	Putra Kahir Nurmansyah		INA	Surabaya			0
5599	Lee Cossey		AUS				1
5600	Sindre Saeteri		NOR				1
5601	Patrick Cassiday		USA				1
5602	Jon Egil Auestad		NOR				1
5603	William Ashton		USA				1
5604	Chad Gilbert		USA				1
5605	Nestor Carvajal		VEN	San Antonio de Los Altos			1
5606	Thomas Couchot		FRA				1
5607	Daniel FUERTES OLLES		ESP	Zaragoza			1
5608	Ludivine Harmand		FRA	MARSEILLE			-1
5609	Marine Barbier		FRA	Saint hippolyte			-1
5610	Marine Cusa		FRA				-1
5611	Nalle Hukkataival		FIN	Helsinki			0
5612	Patricio Munari		ARG				1
5613	Etienne Januel		FRA				1
5614	David Kozel		CZE				1
5615	Toshiaki Takeuchi		JPN	Funabashi			1
5616	Mustafa Norzaharatullaili		MAS				1
5617	Dan Zhang		CHN	Beijing			1
5618	Indah Yuliyastanti		INA	Samarinda			0
5619	Khairul Hafiz Abu Hassan		MAS	KL			0
5620	Muhamad Uzair		SGP				1
5621	Syafiq Utama Abdul Wahid		SGP				0
5622	Jacqui Middleton		AUS				-1
5623	Pauline Sarrote		FRA				-1
5624	Erik Carlsson		SWE	Norrköping			1
5625	Sandra Bakulic		CRO	Split			-1
5626	Felix Neumärker		GER	Dresden			1
5627	Markus Jung		GER	Siegen			1
5628	Filip Sobot		CRO				1
5629	Christina Bedard		AUS				-1
5630	Audrey Seguy		GBR	London			-1
5631	Helen Kean		GBR				-1
5632	Naomi Buys		GBR	Burnley			-1
5633	Ryan Pasquill		GBR				1
5634	Alan Pryce		AUS	Marangaroo			1
5635	Davic Picq		FRA	RUMILLY			0
5636	Prajak Khunrat		THA				0
5637	Spasina Nedyalkova		BUL	Kazanlak			0
5638	Marian Georgiev		BUL	Veliko Tarnovo			1
5639	Iliyan Mihaylov		BUL				1
5640	Rumen Neshev		BUL				1
5641	Mincho Petkov		BUL	Sliven			1
5642	Metodi Zarchev		BUL	Kazanlak			1
5643	Serhiy Poberezhets		UKR	Odessa			1
5644	Christina Schmid		SUI	Neuenegg			-1
5645	Luisa Neumärker		GER	Dresden			-1
5646	Mayan Smith-Gobat		NZL				0
5647	Suzanne Van der Sluis		NED	Haarlem			-1
5648	Roman Van der Werf		NED	Haarlem			1
5649	Olivier Hequin		FRA				1
5650	Jake Bresnehan		AUS				1
5651	Charlelie Barcza		BEL	Bruxelles			0
5652	Noé Berger		LUX	Peppange			1
5653	Sam Vanden Driessche		BEL	Melle			1
5654	Colette Ciret		FRA	ST ANDRE			-1
5655	Tamara Zulim		CRO	Split			-1
5656	Maja Lozic		CRO	Split			-1
5657	Joackym Ramsamy		FRA	AUBIERE			0
5658	Kornelius Obleitner		AUT	Absam			1
5659	Roland Pinggera		AUT	Axams			1
5660	Remmelt Dirksen		NED				1
5661	Simon Stevens		AUS				1
5662	Boris Zokic		CRO	Split			1
5663	Anna Cermakova		CZE	Brno			-1
5664	Kateryna Chornoskutova		UKR	Vinnitsa			-1
5665	Balint Kamvas		HUN	Budapest			0
5666	Dalibor Muran		CZE	Liberec 10			1
5667	Jochem Adriaensens		BEL				1
5668	John Bowles		CAN	Islandview, New Brunswick			1
5669	Irene Bariani		ITA	Novara			-1
5670	Katy Whittaker		GBR				-1
5671	Lucy Griffiths		GBR				-1
5672	Per Holm		SWE				1
5673	Tom Gore		GBR	Margate			1
5674	Stefan Hadfield		NZL				1
5675	Barbara Zangerl		AUT				-1
5676	Eva Kovacova		SVK				-1
5677	Florent Samyn		FRA	SEYSSINS			1
5678	Emeline Thomas		FRA				-1
5679	Bogna Wilczynska		POL				0
5681	Alexandra Dumont		FRA				-1
5682	Serguei Terentiev		RUS	Krasnoyarsk			1
5683	Masatoshi Sugita		JPN	Kokubunji Tokyo			1
5684	Alexander Shoprin		RUS	Apatity			1
5685	Hernan Agustin REINOSO NARANJO		ECU				0
5686	Hui Ouyang		CHN				0
5687	Liuying Liang		CHN				0
5688	Kunihiro Fujieda		JPN				1
5689	Xiaolong Lu		CHN				0
5690	Triana Ariesandhi		INA				-1
5691	Baco Achmad Wilda		INA	Surabaya			0
5692	Robiah Adawiyan Siti		INA	Jakarta			0
5693	Salfarina Mohd Drus		MAS	sealngor			0
5694	Ayu Sukmandiri Uji		INA	jakarta			0
5695	Nee Ooi Shen		MAS				0
5696	Yuet Mei Lum		MAS				0
5697	Tri Adianti		INA	Jakarta			1
5698	Hee Yong Park	39.0	KOR	Sungname-si,Gyeong-gi			-1
5699	Zulkarnaen Yusuf		INA				0
5700	Hardianto Ponti		INA				0
5701	Zul Fadzli Shafiee		MAS	KUANTAN			0
5702	Ardian Ashar		INA				1
5703	Zakariaya Masdari		MAS				0
5704	Haerul Ariep		INA				0
5705	Xiu Quan Haroz Foo		SGP	Singapore			0
5706	Ridwan Novi		INA				0
5707	Erianto Rozak		INA				0
5708	Galar Pandu Asmoro		INA	Jakarta			0
