id	name	age	country	hometown	height	arm_span
5782	Aliya Iskakova		KAZ	Karaganda		
5783	Alessandro Fiori		ITA	San Vito Di Cadore (BL)		
5784	Matthias Ruh		SUI	Langenthal		
5785	Rafal Porebski		POL	Katowice		
5786	Aleksey Perov		KAZ	Karaganda		
5787	Julien Laine		FRA			
5788	Therese Johannesen		NOR	Hafrsfjord		
5789	Zoe Ogden		GBR	Todmorden		
5790	Jordan Buys		GBR	Burnley		
5791	Bastien GLAIRON MONDET		FRA			
5792	Ben Meeks		GBR	Bradford		
5793	Yuki Suzuki	37	JPN	Saitama		
5794	Benoit Heurtaux		FRA	Bricqueville la blouette		
5795	Alexander Hille		GER	Stuttgart		
5796	Lars Proske		GER	Gütersloh		
5797	Julia Yachnik		RUS	Krasnoyarsk		
5798	Paige Claassen		USA	Estes Park		
5799	Joyce Kuik		USA	Atlanta		
5800	Téo Genecand		SUI	Genève		
5801	Michaël Lecomte		BEL	Le Roeulx		
5802	Miguel Angel Hernandez Medina		MEX	Mexico		
5803	Iakov Subbotin		RUS	Yekaterinburg		
5804	Jovan Ivanov	31	MKD			
5805	Kire Serafimovski		MKD			
5806	Sergiy Kryvonos		UKR	Nikopol		
5807	Jakub Hejl		CZE	Praha 9		
5808	Moradi Bahareh		IRI	Tehran		
5809	Xuqing Li		CHN	Beijing		
5810	Fatemeh Solaimani		IRI	Tehran		
5811	Chia-Ling Wei		TPE	Taipei		
5812	Sajedeh Soltaninejad		IRI	Tehran		
5813	huanmiao peng		CHN	Beijing		
5814	Azam Karami Paskoohani		IRI	Tehran		
5815	Farnaz Esmailzadeh		IRI	Tehran		
5816	Sobhan Jafari Mahmoudabadi		IRI	Tehran		
5817	Reza Pilpa		IRI	Tehran		
5818	Daniela Lopez		VEN	San Antonio de Los Altos		
5819	Orquidea León Juarez		MEX	Mexico		
5820	Mauricio Huerta		MEX	Morelia		
5821	Yannick Pasquazzo		BEL	Vaux sur Chèvremont		
5822	Jonathan Urbina		VEN	Merida		
5823	Maximilian Wörner		GER	Bad Grönenbach		
5824	Christian Ehlert		MEX	San Luis Potosi		
5825	Dirk Vervoort		BEL	Boechout		
5826	Edrick Freyria		MEX	Guadalajara, Jalisco		
5827	Yoko Ikeda		JPN	Higashimurayama-shi Tokyo		
5828	Aki Tanaka		JPN	Kasuga-cho Aichi-ken		
5829	Kiyoe Tsutsumi		JPN	Iruma-gun Saitama		
5830	Nozomi Monma		JPN	3-4-4 Hanasaki		
5831	Natalia Kubrakova		RUS	Alexandrovskoe		
5832	Syuhei Tanaka		JPN	65-203 Shimonogo-noda		
5833	Nobuyuki Nagata		JPN	1-25-3-202 Tokura		
5834	Sung-Hoon Kang		KOR	Seoul		
5835	Jau Shiuan Hung		TPE	Taipei		
5836	Léa Philippon		FRA	LYON		
5837	Solène Le Car		FRA	SAINT ETIENNE		
5838	Catalin Petrescu		ROU	BRASOV		
5839	Killian Avocat-Benan		FRA	MARSEILLE		
5840	George Maris		ROU	Brasov		
5841	Bogdan Rus	37	ROU	BRASOV		
5842	Katarina Fickuliakova		SVK	Bratislava		
5843	Filiz Karakulak V.D.B.Kaag		TUR	Ankara-Beyazkoy		
5844	Jacek Matuszek		POL	Gogolin		
5845	Mümin Karabas		TUR	Adana-Seyhan		
5846	Petr Resch		CZE	Hýskov		
5847	Tomasz Wojciechowski		POL	Katowice		
5848	Hamish Saul		AUS	Sandford		
5849	Oksana Razno		UKR	Kharkov		
5850	Robin Sutton		GBR	Glasgow		
5851	Franziska Saurwein		AUT	Innsbruck		
5852	Miriam Putz		AUT	Koestendorf		
5853	Natalie Sailer		GER	Augsburg		
5854	Sara AICART ORTIZ		ESP	Collbató		
5855	Raelene Cowie		GBR	Sheffield		
5856	Cosima Willi		SUI	Domat/Ems		
5857	Jesse Van Der Werf		NED	Enschede		
5858	Ignasi TARRAZONA GASQUE		ESP	Gandia		
5859	Matthew Storer		AUS	Five Dock		
5860	Mario Lackner		AUT	Pfaffstätten		
5861	Katarzyna Miroslaw		POL	Lublin		
5862	Anna Rakitskaya		RUS	Moscow		
5863	Alexandr Shaulskiy		RUS	Krasnoyarsk		
5865	Margaux Hilly		FRA	Saint Leu		
5868	Marijus Smigelskis		RSA			
5869	Tatsuya Muraoka		JPN	Ritto-shi		
5870	Ghislain Losier		CAN	Dartmouth, Nova Scotia		
5871	Brice Martine		FRA	ANNEMASSE		
5872	Guntram Jörg		AUT	Nüziders		
5873	Stefano Mastrocola		BRA	São Paulo		
5874	Tiffany Hensley		USA	Soquel		
5875	Victoria Weldon		CAN	calgary		
5876	Charlotte Jouett-Bosley		USA	Parkville		
5877	Erin Ford-Zieleniewski		CAN	Brampton		
5878	Kate McGinnis		USA	Marietta		
5879	Angela Payne		USA	Boulder		
5880	Bonnie de Bruijn		CAN	Toronto		
5881	Sheena Osborne		CAN	Maple Ridge		
5882	Kasia Pietras		USA	Chicago		
5883	Alyrene Dorey		USA	Boulder		
5884	Sarah Austin		CAN	North Vancouver		
5885	Kerry Briggs		CAN	Newmarket		
5886	Nicola Hessels		CAN	Maple Ridge		
5887	Clarrie Lam		CAN	Kingston		
5888	Portia Menlove		USA	Sandy		
5889	Mark Hobson		USA	Lakewood		
5890	Jamie Chong		CAN	North Vancouver		
5891	Matt Bosley		USA	Parkville		
5892	Grady Bagwell		USA	Dayton		
5893	Joe Czerwinski		USA	Chandler		
5894	Marshal German		CAN	Edmonton		
5895	Minko Nikolov		BUL	Veliko Tarnovo		
5896	Simon Parton		CAN	north vancouver		
5897	Tyler Haack		USA	Ann Arbor		
5898	Tony Musselbrook		GBR	Margate		
5900	Diego Martín Marsella Prado	50	ARG	Barcelona		
5901	Ignacio Fuertes Olles		ESP	Zaragoza		
5902	Anouk Evene		FRA			
5903	Marjorie Juarez		FRA			
5904	Violaine Tardy		FRA			
5905	Stéphanie Sauron		FRA			
5906	Katy Goatache		VEN	San Juan de Los Morros		
5907	Rossi Gabazú		VEN	San Juan de Los Morros		
5908	Mathieu Bouyoud		FRA			
5909	Florent Breysse		FRA			
5910	Quentin Manzato		FRA			
5911	Brian Kim		USA	Iselin		
5912	Valdo Chilese		ITA	Trieste		
5913	Alexander Tuzhilkin		RUS	Yekaterinburg		
5914	Imre Sedevi		ROU	Oradea, Jud.Bihor, Romania		
5915	Vyacheslav Titov		KAZ	Almaty		
5916	Kostiantyn Podchesov		UKR	Kharkov		
5917	Sergey Donets		RUS	Krasnyarsk		
5918	Dmitriy Abrossimov		KAZ	Issyk		
5919	Vladislav Valiev		RUS	Yekaterinburg		
5920	Luis Diaz		VEN	San Juan de Los Morros		
5921	Stefanie Kofler		AUT	villach		
5922	Sergey Terentyev		RUS	Krasnoyarsk		
5923	Romain Busetta		FRA			
5924	Drew Haigh		GBR	Pickering		
5925	Anna Mikushkina		RUS	ST.PETERSBURG		
5926	Annemarie-Caroline Stangaciu		ROU	Brasov		
5927	Benjamin Sillmann		GER	Stuttgart		
5928	Diego Luis González		MEX	Leon, Gto		
5929	Eric Berthe		BEL	Vance		
5930	David Leduc		BEL	Meise		
5931	Yulia Troepolskaya		RUS	Moscow		
5932	Marta Savkina		RUS	Moscow		
5933	Natalia  Koroleva		RUS	Moscow		
5934	Anna Agaponova		RUS	Moscow		
5935	Alena Andreeva		RUS	Sosnovoborsk		
5936	Anastasiya Myrolyubova		UKR	Odessa		
5937	Elena Dmitryeva		RUS	Moscow		
5938	Yulia Vaytsekhovskaya		RUS	Ufa		
5939	Evgeniya Shahmatova		RUS	Gur’evsk, Kaliningrad region		
5940	Pavel Isaev		RUS	Moscow		
5941	Andrey Klizubov		RUS	Moskow region		
5942	Yaroslav Popkov		RUS	Moscow		
5943	Anton Prystomau		BLR	Gomel		
5944	Dmitry Stepanov		RUS	Yekaterinburg		
5945	Yaroslav Shafranskyi		UKR	Rovno		
5946	Andrey Shilenberg		RUS	Cheyabinskaya obl., Кorkino		
5947	Bogdan Posmashnyy		RUS	Nigniy Tagil		
5948	Alexey Belchikov		RUS	: Krasnoyarsk		
5949	Anton Podzorov		UKR	Donetsk		
5950	Eduard Sabitov		RUS	Meleuz		
5951	Evgeniy Shirokov		RUS	Ekaterinburg		
5952	Leja Kos		SLO	Trzic		
5953	Julia Miroshnichenko		RUS	Kaliningrad		
5954	Patricija Levstek		SLO	Trzic		
5955	Marija Milosavljevic		SRB	Belgrade		
5956	Izidor Zupan		SLO	Lasko		
5957	Jon Cardwell		USA	Corrales		
5958	Kirill Semenov		RUS	Kaliningrad		
5959	Ryan Roden		USA	Dallas		
5960	Luka Perunovic		SRB	Belgrade		
5961	Leusca Raimond		ROU	Brasov		
5962	Megumi Takahashi		JPN	Hokkaido		
5963	Mai Tonegi		JPN	Hamamatsu-shi		
5964	Yayoi Ogawa		JPN	Machida		
5965	Hirotaro Hoshina		JPN	Yokohama		
5966	Keita Seto		JPN	Yurihama-cho		
5968	Kuutti Huhtikorpi		FIN	Helsinki		
5969	Ry Morrison		CRC	Santo Domingo		
5970	Janis Prizavoits		LAT	Riga		
5971	Katarzyna Wicha		POL	Lublin		
5972	Mateusz Puzon		POL	Lublin		
5973	Martin Sifra		CZE	Rudoltice		
5974	Gergõ Molnar		HUN	Veszrém		
5975	Anna Gislimberti		ITA	Ravina		
5976	Lucia Korcova		SVK	Zlate Moravce		
5977	Andrea Čepcová	30	SVK	Modra		
5978	Dalia Hamdy		SUI	Dietikon		
5979	Nejc Cujes		SLO	Slovenj Gradec		
5980	Juergen Moosbrugger		AUT	Lauterach		
5981	Nicolai Schaffarczik		GER	Ingolstadt		
5982	Boróka Széll		HUN	Szeged		
5983	Frank Jaenecke		GER	Halle		
5984	Jan Haiko		AUT	Wien		
5985	Farkas Sikter		HUN	Szeged		
5986	Dömötör Széll		HUN	Szeged		
5987	Csaba Szell		HUN	Szeged		
5988	Eva Pepin-Helie		CAN	St. Isadore		
5989	Julian Bautista		USA	Placentia		
5990	Maxim Zolotukhin		USA	Cambridge		
5991	Nicolas Mathieu		BEL	Dion le Mont		
5992	Garrett Gregor		USA	Upland		
5993	Marius Emil Danila		ROU	Salt Lake City		
5994	Eline Nas		NED	Oisterwijk		
5995	Marie Line Madelaine		FRA	VAUREAL		
5996	Ricardo De Leeuw		NED	Rotterdam		
5997	Alexander Ledovskikh		UKR	Kiev		
5998	Panayiotis Sotiris		GRE	ATHENS		
5999	Adeline Euvrard		FRA			
6000	Gamez Cirik		TUR	IZMIR/BUCA		
6001	Magnhild Oefsti		NOR	Trondheim		
6002	Robin Gray		GER	München		
6003	Akin Taskiran		TUR	ISTANBUL		
6004	Monika Piasecka		POL	Nowy Sacz		
6005	Itziar Rodríguez Menarqez		ESP	Artziniega (Álava)		
6006	Tyler Youngwerth		USA	Colorado Springs		
6007	Jesse Youngwerth		USA	Colorado Springs		
6008	Gerard Rull Flores		ESP	BARCELONA		
6009	José Luis Palao Peinado		ESP	Elda		
6010	Carlos Catari		VEN	Barquisimeto		
6011	Michael Foley		USA	Lincoln		
6012	Boris Egorov		RUS	Moscow		
6013	Julio Arce		CRC	Heredia		
6014	Isabelle Kölle		AUT	Innsbruck		
6015	Olena Shurubor		UKR	Kiev		
6016	Olivia Holt		NZL	Auckland		
6017	Claire Gibson		NZL	Auckland		
6018	Alexey Bobylev		RUS	Ekaterinburg		
6019	Damon McNeil		NZL	Christchurch		
6020	Michal Rozek		CZE	Uherske Hradiste		
6021	Stefan Gerritsen		NED	De Meern		
6022	Takeshi Ito		JPN	Osaka		
6023	Marcel Dippon		GER	Waldenburg		
6024	Miroslav Hrasko		SVK	Zvolen		
6025	Pavel Chudinov		RUS	Voronezh		
6026	Ana Ogrinc		SLO	Ljubljana		
6027	Yaniv Hecht	30	ISR	Kibutz Ha'goshrim		
6028	Adam Szold		ISR	Tel Aviv		
6029	Bálint Burucs	33	HUN	Budapest		
6030	Marc Arauz Massot		AND			
6031	Salvador Garcia Miracle		AND			
6032	Sylwia Buczek		POL	Tarnow		
6033	Federica Mingolla		ITA	Torino		
6034	Andrea Fichtner		GER	Stuttgart		
6035	Michela Facci		ITA	Mezzocorona		
6036	Anna Wagnerova		CZE	Novy Bor		
6037	Chiara Limonta		ITA	Milano		
6038	Simona Korcova		SVK	Zlate Moravce		
6039	Léon Genecand		SUI	Genève		
6040	Erekle Mikeladze		GEO	Tbilisi		
6041	Sayat Bokanov		KAZ	Issyk		
6042	Viacheslav Vedenchuk		RUS	Yekaterinburg		
6043	Fabian Bosler		GER	Lenningen		
6044	Simon Bosler		GER	Lenningen		
6045	Andreas Leemann		SUI	Buttwil		
6046	Jonas Kreis		SUI	Suhr		
6047	Martin Micka		CZE	Prague		
6048	Karolina Nevelikova		CZE	Břeclav		
6049	Mateja Hohkraut		SLO	Rimske Toplice		
6050	Atori Yasuda		JPN	Ashigawa-mura		
6051	Mariya Mulyar		UKR	Kamenets Podolskiy		
6052	Anton Johansonn		FIN	Helsinki		
6053	Arjan de Kock		RSA	ORCHARD		
6054	Leopold Fischer		AUT	Wiener Neustadt		
6055	Juraj Ravas		SVK	Bratislava		
6056	Marián Šeliga		SVK	Zilina		
6057	Courtney Sanders		USA	Longmont		
6058	Heather Sawitsky		CAN	Edmonton		
6059	Regan Kennedy		CAN	Calgary		
6060	Maria Celkova		CAN	North Vancouver		
6061	Josh Muller		CAN	Calgary		
6062	Luke Muller		CAN	Calgary		
6063	David Wetmore		USA	wakefield		
6064	Miles Adamson		CAN	Burnaby BC		
6065	Shigeo Iwai		JPN	Fukuoka-shi		
6066	Greg Padovani		USA	Arlington Heights		
6067	Dana Riddle		USA	Grapevine		
6068	Sarah Shaw		USA	Highland		
6069	Hiroyo Sumura		JPN	Habikino-shi		
6070	Melissa Godowski		USA	508-422-9924		
6071	Mélissa Lacasse		CAN	Montreal		
6072	Matt Wilder		USA	boulder		
6073	Ryan Sewell		USA	Colleyville		
6074	Olga Shchelnikova		RUS	Krasnoyarsk		
6075	Gill Peet		GBR	Blackburn		
6076	Yuki Matsushima		JPN	Kokubunji-shi		
6077	Rianne Van den berg		NED	Zoetermeer		
6078	Rimu Murakami		JPN	Otsu-shi		
6079	Martin Watson		GBR	Manchester		
6080	Melle Vroom		NED	Den Haag		
6081	Wolter Westdijk		NED	Emmeloord		
6082	Karolis Rutkauskas		LTU	Vilnius		
6083	Burak Dulgeroglu		TUR	ISTANBUL		
6084	Eva Carro Fernández		ESP	Murcia		
6085	Teresa Troya Gil		ESP	Murcia		
6086	Carlos Preciado Brión		ESP	Murcia		
6087	Carlos Eduardo García Verduzco		MEX	León, Gto México		
6088	Matty Hong		USA	Boulder		
6089	Katharina Bacher		AUT	Längenfeld		
6090	Robert Rundin		SWE	Hägersten		
6091	Adam Watson		GBR	Newcastle		
6092	Santiago De Alba Flores		MEX	Aguascalientes		
6093	Ashleigh Wolsey-Heard		GBR	Swansea		
6094	Carolina Rosero		ECU	Quito		
6095	Anastasia Ermolaeva		RUS	Miass		
6096	Geoffray DE FLAUGERGUES		FRA	CHAMBERY		
6097	Hugo Bernard-Brunel		FRA			
6098	Esteban Eguez		ECU	quito		
6099	Patrick Heisinger		AUT	Innsbruck		
6100	Guy Shafir		ISR	bniy brak		
6101	David Ulloa		CRC	HEREDIA		
6102	Petr Cermak		CZE	Ceska ves		
6103	Eduardo Mora Pariente		MEX	México, DF		
6104	Ricardo Neves		POR	Ourém		
6105	Konstantin Payl		RUS	Yekaterinburg		
6106	Andrii Kytaiko		UKR	Odessa		
6107	Arseniy Kurunov		RUS	Ufa		
6108	Nikolay Fedorov		RUS	Yekaterinburg		
6109	Hryhorii Lisovskyi		UKR	Kirovograd		
6110	Yuka Kageya		JPN	Yamaguchishi		
6111	Rikuto Takeda		JPN	Yamaguchi-shi		
6112	Mark Zengo		HUN	Nyíregyháza		
6113	Paweł Sikora		POL	Wadowice		
6114	Isabell Leiner		GER	Zweibrücken		
6115	Tomas  Vila		ARG	Bariloche		
6116	Andrew Zhigarev		UKR	Kiev		
6117	David Leandro Saikin		ARG	La Plata		
6118	Ignacio Bilmes		ARG	La Plata		
6119	Patryk Moskal		POL	Osiek		
6120	Uji Ayu Sukmandiri		INA	Bogor		
6121	Indra Yogaswara		INA	Bogor		
6122	Ruizhi Chen		CHN	Qingdao		
6123	Izzat Saat		MAS	Puchong		
6124	Yannick Lis		BEL	TEMSE		
6125	Maegan Kelleway		CAN	Victoria, BC		
6126	Amelia Metcalf		USA	Newton		
6127	Amanda Sutton		USA	Flower Mound		
6128	Ben Hoberg		USA	Altamonte Springs		
6129	Ben Spannuth		USA	Boulder		
6130	Shane PUccio		USA	Mckinney		
6131	Owen Graham		USA	Argyle		
6132	Kevin Macartney		USA	Weare		
6133	Santiago Fernando Valerga		ARG	San Martin de los Andes		
6134	Caio Lopes da Silva		BRA	Curitiba, PR		
6135	Steve Hong		USA	Boulder		
6136	Laura Michelard		FRA	Eteaux		
6137	Maria Davies Sandbu		NOR	Trondheim		
6138	Jera Lenardic		SLO	Zgornja Besnica		
6139	Edward Hamer		GBR	Over Haddon		
6140	Stanislav Pekarek		CZE	Vizovice		
6141	Luke Tilley		GBR	Hockerton		
6142	Dominik Uher		CZE	Rychvald		
6143	María Cartró Iriarte		ESP	Els Casots (Barcelona)		
6144	Akito Tsumori		JPN	Yamaguchi		
6145	hongshu Qiu		CHN	Beijing		
6146	Sergiy Barkovskyy		UKR	Dnepropetrovsk		
6147	Kaori Eguchi		JPN	omurashi		
6148	Jana Müller		GER	Hamburg		
6149	Gunel Quliyeva		AZE	BAKU		
6150	Tom Newman		GBR	Nottingham		
6151	Sylvain Roche		FRA	Chapanost		
6152	Victor Dragoi		ROU	Bucharest		
6153	Yosuke Senbongi		JPN	Utsunomiya		
6154	Seymur Camalzade		AZE	Baku		
6155	Babek Ibadov		AZE	BAKU		
6156	Eevi Jaakkola		FIN	Helsinki		
6157	Linda Gundova		SVK	Bratislava		
6158	Aleksander Romanowski		POL	Warsaw		
6159	Gregers Gatzwiller		DEN	Copenhagen		
6160	Giada Zampa		ITA	Cossato		
6161	Konul Huseynova		AZE	BAKU		
6162	Aysel Sultanova		AZE	BAKU		
6163	Alessio Gosso		ITA	Belluno		
6164	Lukas Schnöller		AUT	Innsbruck		
6165	Cingiz Tagizade		AZE	Baku		
6166	Maria Fernanda De Je Rodriguez		MEX	Arcos de Zapopan		
6167	Nina Williams		USA	Fort Collins		
6168	Thomasina Pidgeon		CAN	Burnaby BC		
6169	Tsukasa Mizuguchi		JPN	Gifu		
6170	Iyma Lamarche		CAN	Toronto, ON		
6171	Mariana Mendoza Castillo		MEX	Jardines del Pedregal, Alvaro Obreg		
6172	Erica Carlson		CAN	Cochrane AB		
6173	Adriana Vanessa Fournier Castillo		MEX	Distrito Federal		
6174	Michael Bautista		USA	Placentia		
6175	Diego Lopez Montull		MEX	Santa Ursula Xitla, Tlalpan		
6176	Daniel Gingras		CAN	Quebec City PQ		
6177	Ana Tiripa		GER	Düsseldorf		
6178	Andrea Pavlincova		CZE	Brno		
6179	Hannah Baehr		GER	Weilimdorf		
6180	Jacquelyn Wu		USA	San Francisco		
6181	Alexandra Golovina		RUS	Yekaterinburg		
6182	Françoise Jacques		FRA			
6183	Thu Crosley		CAN	Calgary		
6184	Andrey Shagin		RUS	Krasnoyarsk		
6185	Ludovic Lefevre		FRA			
6187	Tomas Guevara		VEN	San Juan de los morros		
6188	Claudia Maldonado		MEX	México DF		
6189	Polina Shelpakova		RUS	Tyumen		
6190	Lina Himpel		GER	Stuttgart		
6191	John Henry Nilssen		NOR	Flateby		
6192	Jakob Heber Norum		NOR	Oslo		
6193	Dorothea Karalus		GER	Bayreuth		
6194	Friederike Petri		GER	Emmerting		
6195	Jonas Winter		GER	Wuppertal		
6196	Ricardo Morelli		GER	Großenhain		
6197	Martin Mayer		GER	Mainz		
6198	Dimitrios Sparis		GRE	Athens		
6199	Mariya Ustimenko		UKR	Nikopol		
6200	Sofia Correa		ECU	Quito		
6201	Mariya Boyko		UKR	Nikopol		
6202	Tanja Lanz		SUI	Uetikon		
6203	Tabitha Buma		NED	Nijmegen		
6204	Tegan Wilson		USA	Alexandria		
6205	Victoria Cartwright		USA	Silverdale		
6206	Alexa Nazarian		USA	San Jose		
6207	Brad Weaver		USA	Atlanta		
6208	Andrew Palmer		USA	Midlothian		
6209	Dominic Labarge		USA	McKinney		
6210	Fred Charron		CAN	Montreal		
6211	Anastasiia Samoilina		RUS	Yekaterinburg		
6212	Ayaka Takeuchi		JPN	CHIBA		
6213	Woonwha Jeong		KOR	Namyangju-si		
6214	Soyoung Juen		KOR	Bucheon-si,		
6215	Nyamkhand  Dugarjav		MGL	ulaanbaatar		
6216	Ariunod Batsaikhan		MGL	ulaanbaatar		
6217	Daisuke Kasahara		JPN	Matsumoto-shi		
6218	Donggun Lee		KOR	Bucheon-si Gyeonggi-do		
6219	Myeongsu Kim		KOR	Busan		
6220	Daehee Yoon		KOR	Pohang-si		
6221	Sewoong OH		KOR	Anyang-si		
6222	Sakiko Osawa		JPN	Zama-shi		
6223	Yoko Metsugi		JPN	Shiroi-shi		
6224	Anja Serbinek		SLO	Maribor		
6225	Tom Bonnert		GBR	Loughborough		
6226	yunqing liu		CHN	Shanghai		
6227	Kajsa Wiklund		SWE	Solna		
6228	Natalia Iakovleva		RUS	Tyumen		
6229	Abdul Qayum Bin Abd Jalani		MAS	Selangor		
6230	Alexey Nazarov		KAZ	Almaty		
6231	Andrew Ang Yuan Hann		MAS	KL		
6232	Elsa Ponzo		FRA	BOULOGNE-BILLANCOURT		
6233	Ruta Kershiulyte		LTU	Vilnius		
6234	Cindy Sararak		FRA			
6235	Eilleen Jubes Angarita		ESP	Huesca		
6236	Juozas Bobina		LTU	Kaunas		
6237	Therese Johansen		NOR	Stavanger		
6238	Anna Vollenwyder		AUT	Wien		
6239	Cathy Laflamme		CAN	Innsbruck		
6240	Giulia Alton		ITA	Ortisei		
6241	Oleg Beliakov		RUS	Samara		
6242	Viktor Beliy		UKR	Kamenec Podolskiy		
6243	Mariana Fierro		MEX	-		
6244	Dmitrijus  Monastyreckis		LTU	Kaunas		
6245	Viliam Ferčák		SVK	Kosice		
6246	Ivo Häfliger		SUI	Grosswangen		
6247	Gediminas  Monastyreckis		LTU	Kaunas		
6248	Kelly Drager		CAN	Calgary		
6249	Marieta Akalski		CAN	Toronto ON		
6250	Jonathan HUERTA ESPINOZA		MEX	MONTERREY		
6251	Shannon Russell		USA	Mercer Island		
6252	Jaime Hendrik Quintana		PER	Lima		
6253	Diana Vadim Hanina		AZE	BAKU		
6254	Sima Seferova		AZE	BAKU		
6255	Reyhan Mammadova		AZE	BAKU		
6256	Ayten Piraliyeva		AZE	Baku		
6257	Sems QULIYEVA		AZE	BAKU		
6258	Safarova Sima		AZE	Baku		
6259	Rinat Rahimkhanov		AZE	BAKU		
6260	Giorgi Gomiashvili		GEO	Stfenawminda		
6261	Galib Shikhrahimov		AZE	BAKU		
6262	Yasin Ali		PAK	Islamabad		
6263	Teymur Maksutov		AZE	Baku		
6264	Amil Aliyev		AZE	Baku		
6265	Chingiz Taghizade		AZE	BAKU		
6266	Emilia Gruszewska		POL	Gdansk		
6267	Sabine Vandewoestyne		FRA	GOUVILLE-SUR-MER		
6268	Clement Vernaison		FRA			
6269	Ryder Hoy		CAN	North Vancouver, BC		
6270	Ghislain Pipers		FRA	THORENS		
6271	Filip Babicz		ITA	MORGEX		
6272	Mona Kellner	25	GER	Nürnberg		
6273	Anastasia Karkavina		RUS	Moscow		
6274	Patricia Holzmann		GER	Oberstaufen		
6275	Victoria Klemm		AUT	Graz		
6276	Philip Ratajczak		GER	Kaufungen		
6277	Felix Leuoth		GER	Hannover		
6278	Nikolai Buhl		GER	München		
6279	Dominik Leinenbach		GER	Friedrichsthal		
6280	Jan De Smit		BEL	Lokeren		
6281	Anton Poliakov		RUS	Yekaterinburg		
6282	Yevgeniy Chelombytko		UKR	Kharkov		
6283	Alessandro Boulos	27	ITA	Venezia		
6284	Teun Keusters		NED	Tilburg		
6285	Daan Groskamp		NED	Haarlem		
6286	Lucas Gaona		CHI	Santiago		
6287	Bob Schubert		NED	Dordrecht		
6288	Maria Tolokonina		RUS	Kirov		
6289	Natalia Bezborodova		RUS	Kemerovo		
6290	Varvara Shatalova		RUS	Voronezh		
6291	Maria Bogdanova		RUS	Yekaterinburg		
6292	Nadazhda Krasavina		RUS	Yekaterinburg		
6293	Yulia Khutorova		RUS	Moscow		
6294	Semen Chesnokov		RUS	Krasnoyarsk		
6295	Gleb Volkov		RUS	Novosibirsk		
6296	Victor Musihin		RUS	Perm		
6297	Dmitriy Bogomolov		RUS	Voronezh		
6298	Ivan Atlarov		RUS	Ufa		
6299	Hanbin Choi		KOR	Taejeon-dong,Buk-gu,Daegu-si		
6300	Hyunsook Lee		KOR	Ssangmoon4-dong,Dobong-gu,Seoul		
6301	Youngwha Kim		KOR	Busanjin-gu,Busan		
6302	Kiyoon Kwon		KOR	810-802 Greenvile,		
6303	Weng Khit, Adriel Choo		SGP	sin		
6304	Youngwook Her		KOR	Dalseo-gu,Daegu-si		
6305	Martin Klemsa		CZE	Bystrany		
6306	Jana Vincourkova		CZE	Vyskov		
6307	Gasper Pintar		SLO	Skofja Loka		
6308	Terdpol Artaui		THA	Bangkok		
6309	Kaori Hosono		JPN	Ota-shi		
6310	Miura Hawkins		USA	Ann Arbor		
6311	Zahra Rezaei		IRI	Tehran		
6312	Maryam Alikhani		IRI	Tehran		
6313	Anna Dularidze		GEO	Tbilisi		
6314	Ebru Dilli		TUR	SAMSUN		
6315	Arash Doustarian		IRI	Tehran		
6316	Mojtaba KhodaeiDamerchidarsi		IRI	Tehran		
6317	Carlos Jose Catari Ramones		ESP	Moià		
6318	Berkan Aksu		TUR	Istanbul-Uskudar		
6319	Mohammadsadegh Yosefi		IRI	Tehran		
6320	Lasha Mitaishvili		GEO	Tbilisi		
6321	Ramel Rahimkhanov		AZE	BAKU		
6322	Gulbala Safarov		AZE	BAKU		
6323	Mohsen Shafiei	33	IRI	Qazvin		
6324	Gogi Chartolani		GEO	Mestia		
6325	Giorgi Mukbaniani		GEO	Tbilisi		
6326	Or Cohen		ISR	bnei brak		
6327	Marvin Silva Kühne		SUI	Oberwil		
6328	Kevin Arc		FRA	valence		
6329	Petr Handlir		CZE	Brno		
6330	Samuel Tiukuvaara		CAN	Ottawa		
6331	Karla Fernandez Esponda		MEX	Puebla,México		
6332	José David Martinez Sevilla		MEX	Saltillo Coahuila		
6333	Emiliyan Kolevski		BUL	Kuystendil		
6334	Chi-Heng, Sharon Chiu		HKG	Hong Kong		
6335	Nathaniel Spencer		USA	Lawrence		
6336	Ardi Winoto		INA	Jakarta		
6337	Seungbin Choi		KOR	Namd-gu Incheon		
6338	Jonathan Redmond		IRL	Enniscorthy		
6339	Juan O Raw		IRL	Killarney		
6340	Julien Forgue		FRA	GRENOBLE		
6341	Pawel Pietrzak		POL	Lublin		
6342	Elena Bonapace		AUT	Rum		
6343	Goh Xiao Xian		SGP	Singapore		
6344	Zuriñe Arrue Tobar		ESP	Donostia		
6345	Marta Palou Carol		ESP	Barcelona		
6346	Sarah Pashley		GBR	Darley Abbey		
6347	Martina Blanchet		ITA	Courmayeur		
6348	Tatiana Skorodumova		RUS	Saint-Petersburg		
6349	Kamil Ferenc		POL	Plaza		
6350	Hugo Meignan		FRA	Les Deserts		
6351	Federico Andreoli		ITA	Biella		
6352	Andres Pazmino		ECU	Quito		
6353	Karol Denis		POL	Lublin		
6354	Tommaso Pasqua		ITA	torino		
6355	Joshua Bosler		GER	Lenningen		
6356	Magdalena Pöll		AUT	Innsbruck		
6357	Erika Mattioli		ITA	Serramazzoni		
6358	Margarita Marsanova		USA	Plano		
6359	Nicole  Mejia		ECU	Ibarra		
